"story","gender" 
"הנה המקרה השני שלי. או ליתר דיוק ההרפתקה השנייה שלי . לשנה החדשה הוצגה לי שובר שאוכל להוציא רק בכמה חנויות ספציפיות שאני יכולה לראות ב רשימה של החנוית. ומבחינתי זה התגלה כמבחן אמיתי בשבילי. מאז שהיא לא אהבה לעשות קניות מילדות. היה לי כואב ללכת עם הוריי לחנויות בילדותי לבחור בגדים או נעליים.זה מה שאני בכלל לא אוהבת לעשות בחיים שלי(ועצלי לא משנה האם אני חולכת או אני עושה זה בדרך אינטרנט) אם אמי, כמוני, לא הייתה חובבת העסק הזה. ואז לאבי היה רצון לא לאחד או לשני או לשלושה אלא לחמישה אנשים. לפחות כך זה נראה לי. חיפשתי זמן רב את רשימת החנויות בהן אוכל להשתמש במתנה זו. אני פותרת כמעט חודש. והגיע להחלטה מה בדיוק אני רוצה למצוא. אבל כשכבר החלטתי הכל, כל חנויות הבגדים ומרכזי הקניות היו סגורים כמה שבועות. לא הייתי מודאג מאוד מכך, מכיוון שבתעודה היה שימוש ארוך טווח(זה מה שאני בדקתי מהתחלה כי אני מבינה ש זה אכי חשוב)והכי חשוב, מה לקנות. כבר החלטתי. וכשהחנויות התחילו לעבוד שוב, החלטתי בשלווה לעבור בין החנויות המפורסמות ביותר בישראל בהן אוכל למצוא את מבוקשי. אך למרבה הצער לא הצלחתי למצוא שום דבר בשעה שלמה שעברתי בקניון. ואז החלטתי שאדבר עם חברה שלי שחי הרבה זמן בישראל. רק בזכות עצתה הלכתי לאחת החנויות שלא שקלתי אפילו. כי חשבתי שאי אפשר לקנות את הדבר הזה שם. מכיוון שהוא בהחלט לא יהיה שם. אבל היא צדקה. הצלחתי למצוא את מה שחיפשתי באחד מסניפי החנות הזו. אבל אז התחלתי להתקשות במציאת הגודל שלי. מאז לפני כן קניתי הכל מהזרוע במולדתי כשביקרתי את קרוביי. ואז לא ידעתי כלום על מידות הבגדים המקומיות. בגלל זה, ביליתי עוד ארבעים דקות מחיי במציאת הגודל הנכון. ומכיוון שהתברר שיש הנחה על הדבר הזה, הייתי צריך להקדיש עוד עשרים דקות כדי למצוא מה עוד לקנות כי אני רצתי להשתמש כל כסף שהיה בשובר. ואחרי חצי שעה (בגלל מספר האנשים הגדול בקופה), הלכתי בשמחה הביתה ברכישות. שמחה שהרפתקה זו נגמרה סוף סוף","f"
"לאחר שלוש שנים של קשר החלטנו, הבן זוג שלי ואני, כי הגיע הזמן להתקדם שלב אחד קדימה במערכת היחסים שלנו ולעבור לגור ביחד. קצת לפני הסגר השלישי מימשנו את המעבר. אפשר להגיד כי למרות כל המצב עם הקורונה יצא משהו חיובי מכל הסגרים הללו. חיפשנו מספר דירות באזור המרכז ולבסוף מצאנו את דירה שעונה על כל הדרישות שלנו. דירת מקסימה בת שלושה חדרים באזור מרכז חולון, נגישה מבחינת תחבורה ציבורית ושניתן לגדל בה בעלי חיים. החלום שלי מגיל קטן היה לגדל כלב אך לצערי ההורים שלי פחות מסתדרים עם בעלי חיים. לפי דעתם כלב לא יכול לגור בבית אלא צריך לגדול בבית קרקר עם חצר. לעומת זאת, הבן זוג שלי אוהב חיות והיה לו כלב מסוג פקינז שחי ארבעה עשר שנים. לצערנו הינו צריכים להרדים אותו השנה בגלל בעיות רפואיות וזה היה נושא רגיש וטרי. הייתי בטוחה שלא ירצה להביא כלב בתקופה הקרובה אך לשמחתי הוא הסכים בטענה כי זה יכניס חיים חדשים לבית שלנו. היה לי מאוד חשוב שנאמץ כלב ולא ניקנה אותו. לפי דעתי אימוץ נותן הזדמנות נוספת לחיות למצוא בית שבו יקבלו חום ואהבה ויעניקו בחזרה. יפתחו אימון בבני אדם והנתינה במקרה זה היא הדדית. כלב זו מחויבות לכל דבר ולכן פחדתי שאם לא תהיה התאמה נצטרך להחזירו. בכל זאת מדובר ביצור חי בעל רגשות וטראומה שהוא חווה בזמן מעבר ממקום למקום. בזמן הסגר העמותות עבדו במתכונת רגילה ולכן קפצנו לאחת העמותות בחולון. תמיד תהיתי איך לבחור את הכלב הנכון? והאם נוכל לעמוד במחויבות? אך מסתבר שברגע שנוצר קליל אתה מרגיש שזה זה. ככה בחרנו בפיטבול מעורב בין חמישה חודשים. זה היה סיכון מכיוון שידענו שפיטבול נחשב לגזע מסוכן וחזק מאוד אשר דורש הרבה תשומת לב ואילוף נכון. נאמר כי המשפחה הקודמת ויתרה עליו כי לא היה להם זמן לטפל בו ולא הצליחו למצוא לו בית. חשוב לציין שאימוץ זו חוויה טראומתית לחלק מהכלבים וכך גם קרה לכלב שלנו. ברגע שניכנס לאוטו ניתן היה להבחין שאינו רגוע ומבולבל. בימים הראשונים הוא היה משלשל וכמעט ולא אוכל אך הווטרינר של העמותה הרגיע אותנו ואמר שזו תגובה רגילה וצריך לתת לכלב זמן להסתגל לסביבה החדשה. בהדרגתיות ראינו כי הוא נירגע ומתחיל לאכול ולשחק איתנו. לגדל פיטבול זה לא פשוט. זה דורש כל הזמן להוציא אותו מהבית עם זמם ולמנוע ממנו להגן על עצמו בעת הצורך. לאלף אותו בהתאם כי הוא עוצמתי ולא מודע לגודל ולחוזק שלו. אנחנו באף שלב לא הצטערנו שאימצנו אותו. אנחנו מאוד שמחים שהוא נהיה חלק מהחיים שלנו ומקווים שעוד אנשים יפתחו את הלב שלהם ויחליטו לאמץ כלב כי הנתינה שלהם היא אינסופית.","f"
"במהלך הקורונה אני ומי שהיה בן זוגי רבנו הרבה, כחלק מהשגרה החדשה שב נשארנו הרבה בבית, אני םוטרתי מעבודתי הוייתי מתוסכלת והוא עבד מהבית.
גילינו שלא הצלחנו לשהות הרבה זמן ביחד בבית ובגלל זה החלטנו להיפרד לפחות עד שהסגר יגמר, אני חזרתי לגור עם ההורים שלי והוא נשאר לגור בדירה שלנו.
בזמן הפרידה ממנו יצא לי לחשוב על הרה מהסיטואציות שהיו לנו ביחד וגם על הריבים והשמחות שהיו לנו, הגעתי למסקנה שכבר הרבה זמן לא הייתי מאושרת בזוגיות איתו והחלטתי שהגיע הזמן שהפרידה תהיה לא רק לתקופת הסגר.
דיברנו והבנו האחד את השני וראינו שבאמת אכפת לנו אחד מהשני ורוצים שיהיה לנו טוב בם אם זה אומר שלא נהיה ביחד.
כחודש לאחר הפרידה כשכל אחד מאיתנו עם בן זוג אחר יצא לנו להיפגש בטעות במסעדה שהייתה לנו מתחת לבית כשישבתי עם מי שהוא בן הזוג הנוכחי שלי, ראיתי שבהחלט עשיתי את הבחירה הנכונה למרות שלא הייתי בטוחה כל התקופה הזו.
בן הזוג הנוכחי שלי היה הרבה יותר נעים, קשוב ואכפתי מהקודם ולכן אני מברכת על ההחלטה שעשיתי באותו היום.
ההורים שלי כמובן עודדו את ההחלטה כי היו בטוחים שהוא לא היה מתאים לי והנוכחי מתאים יותר.
שמחתי כל כך שנפגשנו כדי שבאמת אוכל לסגור את הפרק הזה שהיה ולהיות בטוחה שזה מאחורי.
היום, אני והבן זוג כבר מאורסים וגרים ביחד, כל אחד מאיתנו בעבודה יציבה ונהנים להיות ביחד בבית, בסגר האחרון אפילו יצא לשנינו לעבוד מהבית בגלל הסגר והייתה האווירה הכי כיפית ונחמדה שאפשר היה לבקש.
אנחנו מתכננים את החתונה וכבר לא יכולים לחכות שההגבלות יוסרו על מנת שנוכל להתחתן ולהתחיל ביחד את החיים החדשים שמצפים לנו ביחד.
מאוד חששתי מארגון החתונה ומקונפליקטים שאולי היו אמורים להיווצר היות וכל אחד מאיתנו בא מעולם קצת שונה, כי הוא דתי ואני לא, למרות כל אלו אנחנו מסכימים על הרבה מאוד דברים ושמחים לראות שהבחירות שלנו נעשות בהבנה מלאה האחד של השנייה ובאהבה גדולה.","f"
"בתחילתו של הסגר השלישי הייתי בשיא הכושר הגופני, שכן בתקופה בין שני הסגרים שנמשכה רוב הקיץ כל מקומות הבילוי עדיין היו סגורים ולא היה לי דבר כמעט לעשות לפנאי מעבר ללהתאמן בחדר הכושר.
עתה עם חידוש סגירתם של חדרי הכושר חשבתי שאשתמש במכשיר האליפטי שקיים בביתי על מנת לשמר קצת מן ההישגים (המרשימים אם יורשה לי לציין) שעבדתי כה קשה למענם, אך משהו באוירת היאוש מהמגיפה דבק גם בי, ובהיעדר לו""ז מסודר (כי עודני סטודנט) הימים נהפכו ללילות וכל סדר שאפשר לי לשמור על שגרת יום ומשמעת תזונתית ראויה נזרק מהחלון. את מקומם תפסו סעודות ליליות במטבח שכללו מפגשים מזדמנים עם עוגיות שוקולדים ומאפים… (102)

במהרה עליתי במשקל, אם לתוך התקופה נכנסתי ב-79 קילו ומעולם לא שקלתי מעל 83 הרי שסיימתי אותה ב89 קילו(!!!) עתה כשעושה רושם שחוזרים לשגרה יתחיל הניסיון לרדת הכל חזרה, אני אוהב להיות בכושר ואני מגדיר את זה כחלק אינטגרלי מאיך שאני רואה את עצמי כאדם וגבר בפרט. עסקתי בספורט במרבית חיי (שיחקתי עד הנוער כילד בהפועל כפר סבא) ואני חושב שהפעילות הגופנית חשובה לא רק באספקט הפיזי הפשוט אלא חשובה גם לנפש.

אולם הדרך למטה במשקל שונה בתכלית מהדרך למעלה, היא דורשת עיקביות, התמדה ונחישות ואני מרגיש שדווקא בתקופת הסגר האחרונה משהו השתנה בגופי לרעה מבחינת הרצון באוכל. אני מודע לעובדה שזה הכל נובע מהרגלים של המוח וממשחקים שהוא נוטה לשחק כשהוא ""חושב"" שהוא רוצה לאכול אך להילחם בקוף הזה שכל הזמן צועק לך ""עוגיות! אני יודע איפה יש עוגיות!"" זה לא פשוט. כמובן, זו לא סיבה להפסיק, אני פשוט מנצל את מטלת הכתיבה כדי לשתף בעובדה שאני מרגיש שמן וטיפש, אך אני גם עומד לסיים את התואר ובמהרה אחזור לאותו כושר ואמצא עבודה ואז אולי ארשה לעצמי לא להרגיש שמן וטיפש כל כך.

האמת היא שאני סתם מתלונן, את הכל אני שופט דרך הסטנדרטים שלי והם די מחמירים לעיתים קרובות, אף אדם שהיה מסתכל עלי מהצד לא היה מגדיר אותי כשמן, אבל זו בהחלט הרגשה פנימית שמעיבה עלי, אני חושב שבסופו של יום צריך להיות לך נוח ""בעור"" שלך לא משנה מה אבל זה לא אומר שאתה צריך למנוע מעצמך לשדרג נקודות שבהן אתה חושב שאתה חלש…
אני חלש בכתיבה, אבל היי לפחות כתבתי את זה =).","m"
"אני נולדתי בארצות הברית גדלתי והתחנכתי שם. גרתי בנו-יורק להורים שעבודים במודיעין הישראלי. לא היו לי הרבה חברים לא יצאתי הרבה מהבית. את רוב זמני הייתי מבלה בעיקר בבית או בבית הספר. הייתי הולך לבית הספר כאשר יש מאבטח של ההורים מלווה אותי לכל מקום ומשגיח שלא יקרה לי שום דבר רע. 
הילדים בבית הספר לא ידעו שאני יהודי גם שמי היה שם אמריקאי, לא הייתי מקיים את החגים היהודים כדי שלא ידעו. 
כל זה היה במטרה שלא יפגעו בי לא אסבול מאנטישמיות כלפי. 
לפני כמה זמן חזרתי לישראל והתגייסתי גם אני למודיעין הישראלי מתוח שליחות ואהבת המדינה. 
שובצתי במסגרת עבודתי באזור הצפון שם הייתי מסייר בין הכפרים והישובים של הבדואים הדרוזים והכפרים הערבים. 
יום אחד במסגרת עבודתי נתקלתי בנסיעה בחבורה של נערים יהודים מציקים לנער אחר  ערבי, קוראים לו בשמות גנאי, מקללים אותו ואפילו אחד הנערים היהודים זורק עליו חפצים. 
עצרתי את הרכב מהר וירדתי אליו לעזור לו הילדים היהודים ברחו מיד מהמקום ראיתי נער מפוחד בוכה ממש ופגוע רגשתי לקחתי מהר את הילד איתי למרכז רפואי קרוב על מנת לעזור לו. הילד לא שיתף בהתחלה פעולה ממש וניסיתי לתחקר אותו ולהבין איפה ההורים שלו ומה הילדים רצו ממנו. מתברר שלילד אין הורים כלל והוא מתגורר אצל משפחה מאמצת אחרת. 
הילד ערבי אבל לומד בבית ספר יהודי והוא סובל מאפליה כלפיו גזענות ומהצקות. אין לו למי לפנות שיעזור לו משום שהחברים שלו מאיימים עליו. 
החלטתי שאני לוקח את הילד תחת חסותי ועוזר לו באופן אישי. הלכתי לבית ספר שבוא הילד לומד ודיברתי עם המנהלת וסיפרתי לה הכל. המנהלת הייתה בשוק, כולל צוות המורים. 
פניתי גם לרשויות המקומיות לעזרה. והחלטתי שאני הולך לבדוק מי הם הנערים שהציקו לו ולמה עשו זאת ולחשוף את התנהגות שלהם בפני ההורים. 
הפעלתי במסגרת עבודתי ובאישור המשטרה חקירה כדי לגלות היכן הנערים ולאחר שמצאתי אותם הגעתי אליהם ובשיחה עם ההורים שלהם הבינו כמה נזק גרמו לילד אחר. 
אני שמח שהצלחתי להציל לילד אחד את החיים כי כל ילד הוא עולם ומלאו.","m"
"אני ואשתי נשואים כ-3 שנים ובשנת 2019 נולדה ביתנו הבכורה.
בתחילת חודש אוגוסט 2020 קמתי כבכל בוקר ונסעתי לעבודתי שנמצאת ליד קיבוץ חפץ חיים,
מכיוון שבאותה עת טרם קיבלתי רכב מהעבודה נסעתי עם חבר מהעבודה שהוא גם שכן שלי.
באותו יום אשתי נכנסה לשבוע 39 עם הבן הקטן שלנו ובזמן שאני נסעתי לעבודה היא נסעה לבדיקה שגרתית אותה מבצעים בכניסה לשבוע 39.
הגעתי לעבודה והתחלתי בשגרת יום - פתיחת יום, מעבר על משימות, תקלות וכו', כאשר לאחר מספר דקות קיבלתי טלפון מאשתי, בבדיקה התגלה כי יש לה מחסור חמור במי שפיר והיא נדרשת להיכנס לחדר לידה בדחיפות.
אשתי ביצעה את הבדיקה בבית חולים הקרוב לבית אך לא רצתה ללדת בו, כאשר הודיעו לה על המצב התייעצנו שנינו על האפשרות שהיא תיסע עצמאית לבית חולים אחר שבו היא רצתה ללדת, בית חולים שנמצא במרחק 30 דק' נסיעה, מכיוון שאשתי הרגישה טוב והיא בעצם לא הייתה בלידה פעילה החלתנו שהיא תיסע לשם עצמאית ואני אצטרף אליה, הציוד שנדרש ללידה ולשהייה בבית החולים כבר היה ברכבה של אשתי כך שלא נדרש לחזור הביתה.
אשתי יצאה לדרך ואני חיפשתי דרך שבה אוכל להגיע במהירות לבית החולים שנמצא במרחק של כשעה וחצי ממקום העבודה שלי, אחד מהעובדים שלי שיצא לנסיעה במסגרת העבודה לצפון התנדב למשימה ולקח אותי לבית החולים.
בדרך לבית החולים כבר תיאמתי עבור אשתי את ההגעה מול מיון יולדות וביקשתי מחברה שלה להוציא את הבת הגדולה מהמעון בסוף היום, כאשר הגעתי לבית החולים אשתי כבר הייתה בבדיקה ראשונית אצל האחיות ואני המתנתי בחוץ בגלל הקורונה.
כאשר אשתי יצאה מהבדיקה היא הסבירה לי כי הרופאים גם בבית החולים הזה טוענים לחוסר במי שפיר וגם הם דורשים כניסה מידית לחדר לידה יחד עם זירוז, משהו שאשתי נורא פחדה ממנו מכיוון שהוא גורר כאבים רבים בלידה, הרגעתי אותה והסברתי לה כי זה עדיף על הסכנה שתיגרם לתינוק מהחוסר במי שפיר, אשתי קיבלה את דעתי ודעת הרופאים ונכנסו לחדר לידה.
גם כאן הקורונה השפיעה, הוגבלנו לעד מלווה אחד בחדר לידה ואני הייתי היחיד שליווה אותה לחדר הלידה.
בחדר הלידה התחילו הרופאים בבדיקות ובמתן הזירוז שלאט לאט החל להשפיע ולייצר צירים, במשך כשתיים עשרה שעות היינו בחדר לידה עד שהתחילה לידה פעילה, כאשר הלידה התחילה הרופאים הפסיקו את הזירוז ואשתי החליטה להמשיך בלי אפידורל (משהו שהיא דוגלת בו וכך גם פעלה בלידה הראשונה), לקח כארבע שעות עד שהלידה הסתיימה ובננו נולד בריא ושלם.
בשעה טובה.","m"
"בחודש אוקטובר קרה אירוע חשוב בחיי. השנה היא שנה 2020, השנה הקשה ב100 השנים האחרונות. אבל גם מהקשות שלי. לא חשבתי שאשרוד כדי לספר את הסיפור, אבל הנה זה קורה. בחודש ספטמבר 2020 הגעתי להחלטה קיצונית. יש שיגידו שהגזמתי, יש שיגידו שעשיתי את המעשה הנכון. מי מהם צודק? אני לא יודע. מה שאני כן יודע, הוא שהמעשה נעשה, ואין דרך חזרה. אז אחרי הליכות הלוך ושוב בסלון דירתי, וחשיבה מעמיקה, התקבלה ההחלטה. אני עובר לגור עם חברה שלי. כן כן. בגיל 25 החלטתי לותר על חירותי ולעבור לגור עם חברתי. הרווקים אמרו שאני טיפש. אבל גם הממוסדים אמרו שאני טיפש. אם מיליון סינים אומרים לך שאתה טיפש, אתה בטח לא חכם..
אז אחרי שהתרוצצנו ברחבי ראשון לציון 90210, וראינו דירות מבישות במחירי בואינג 787 (הדרימליינר לא סתם) מצאנו את הכלה. דירה יפה וחדשה בקומה 12, עם בעלת דירה מגניבה (וחדר כושר!). חיש מהר שלפתי את ההמחאות וחתמתי על כל מה שצריך. מפה לשם, שבועיים אחרי אני עם מוביל בדירה הישנה ב-7 בבוקר, מעמיסים הכול ונוחתים בדירה. איזה אושר, איזה כיף! יום מעבר דירה.. ביום הולדת שלי. יום הולדת 25 עבר כלא היה. אז אחרי שחברתי קבעה עם שתי מנקות על שעזרו לנו לצחצח הכול הכנסנו את הדברים וסוף סוף יכולנו להתיישב. סתם. מיד ACE, הום סנטר, FOX HOME, GOLF ועוד חנויות שאני לא עוקב אחריהן. האשראי זעק חזק בחודש אוקטובר-נובמבר-דצמבר-ינואר.. אפריל. 
וחברה שלי מה איתה? שדה אמיתית. לא הפסיקה להתרוצץ, גיננה לנו את כל המרפסת, סדרה, ארגנה.
ואני? אני גם עשיתי, נשבע. הייתי ילד טוב. 
עכשיו, הבית מסודר טיפ טופ. החברה עדיין רוצה שנחליף ספה, מזנון, שולחן בסלון, טלוויזיה בסלון – בעצם את כל החולירות שהבאתי איתי מדירת הרווקים. מה דעתי בנושא? האמת היא צודקת, הספה קטנה, השולחן סדוק, המזנון זכה למזנון המכוער במצעד המזנונים המכוערים של העשור האחרון והטלוויזיה אוטוטו מתגייסת לצבא. 
בסופו של דבר לכל הספקנים שאמרו לי טיפש, האמת? אני נהנה. אתם יכולים להמשיך לגור בתל אביב ולשחק חתול ועכבר בחתול והכלב. אני את הצעד שלי עשיתי, ואני מבסוט. אז עד אז, שמרו על עצמכם ולכו להתחסן. ביי.","m"
"הסיפור הזה התרחקש כשאר הייתי בדרום אמריקה, זה היה יום קיצי , הכנו את התיק ויצאנו לטייל בהרים של פרו. השכמנו ממש מוקדם בבוקר , מילאנו את בקבוקי המיים ועלינו לוואן שבא לאסוף אותנו. פרקנו את הציוד ויצאתי להרפקאה בקניון ארקיפה. הטיול כלל הליכה ארוכה עד להגעה של הקניון. כשאר התחלנו לרדת בקניון, הקושי התגבר מכיוון שהיה אפשרי לרדת רק צעדים קטנים ובשיפוע שלילי, מה שגורם להפעלה של שרירי הרגליים. הייתי צמא כל הדרך, למרות שהיה לי מיים בקושי שתיתי. חבר טוב בשם גל היה איתי לאורך כך הדרך, שנינו לא שתינו מיים. היו איתנו עוד חברה מכל העולם, פולין, יוון,גרמניה ועוד מלא מדינות מאירופה. כמו כן, היו גם מלא אנשים שלא הכרנו מדרום אמריקה עצמה. באמת היינו המון אנשים מכל מיני מקומות. המשכנו ללכת דרך לא דרך בירידה עד ששעמנו ""גרגר"" ""במבמ"" הרעש הלך והנה חזק מבכל פעם שעברה מילי שנייה ולפתע אנחנו שומעים צרחות ומה שבהתחלה היה רעש של גרגירים נהפך לרעש מאד מאד מאד חזק. הופתענו לגלות שמתגלגלת לעבר המסלול (כמה מטרים מאיתנו) סלע ענק בגדול של בית, הסלע הזה המשיך להתדרדר לעבר מטיילים שהיו איתנו. בדקה ה90 ובנס אחד המדריכים לקח את זה כמה מטיילות שהיו אמורות להיות פירה לאחר שהסלע ימעך אותן ומשך אותן לכיוונו. היה מעט מקום ולכן כמה מטיילות עדיין היו חשופות אבל לא לכל עוצמה של הצלע אלא רק לשפשוף ממנו שכמובן גם הוא עצמתי ביותר. אחת הבחורות קיבלה ""שפשוף"" מהסלע הענק ונפצעה פצע ענק בראשה, בידיה ובחלק מגופה. במקום אין קליטה, אנחנו באמצע הר. עד שהצלחנו לתפוס קליטה ולהזעיק לעזרה לקח שעה עגולה עד שיגיע פינוי בחמור. פינו את הבן אדם על חמור, לא בשכיבה אלא בישיבה עם כל הטלטלות שחמור יכול לגרום לבן אדם כשהוא מטפס על הר ובכך מסתיים הסיפור שלי שהוא קצת מוזר. כך ראיתי את המוות ממרחק של מספר מטרים. לו הייתי הולך מהר יותר ייתכן שהיום לא הייתי כותב את העבודה הזאת.","m"
"ערב יום שישי, סגר בעקבות מחלת הקורונה, ניפגשים עם המשפחה לארוחה שגרתית.
במהלך הארוחה הורי שיתפו אותי ואת אחותי כי הם החליטו להתגרש לאחר 30 שנות נישואים.
כאשר הורי התפצלו ועברו לגור בבתים נפרדים, החלטנו אני ואחותי כי נישאר לגור עם אבי.
המצב היה לנו מאוד קשה ורצינו לקבל תשובות למה הם החליטו לסיים את הזוגיות ולפרק את המשפחה ??
אחרי לא מעט שיחות ושאלות, אבא שלי נשבר והחליט לשתף אותנו, מה שלא אופייני לו, כי לאורך שנות הנישואים שלהם היו מקרים רבים בהם אמי בגדה בו.
לאורך כל השנים הוא החליט לשמור זאת לעצמו בסוד ולא לשתף אותנו למען שמירה על התא המשפחתי שכה חשוב לו.
לי ולאחותי היה מאוד קשה לקבל את המצב והעמדנו את אבא שלי בפני הרבה שאלות שנותרו פתוחות מה שהעמיד את אבא שלי עם הרבה חוסר נוחות ובסיטואציה מאוד קשה. יכולנו לראות עליו את הלחץ והסטרס ואת חוסר היכולת שלו להתמודד עם המצב.
באחת השיחות הבנו את הסיבה לכך.. אבי החליט לשתף את הדבר הקשה ביותר שאף ילד לא מעלה על דעתו. אבא שלי חושד שאנחנו לא ילדיו הביולוגים. הלם!! מצב בלתי נתפס וקשה לעיקול.
אבא שלי הסביר כי הרגיש כך בגלל שידע על הבגידות וגם כי אנחנו לא דומים לו בשום צורה.
בלי לחשוב יותר מדי החלטנו שאנחנו עושים בדיקת אבהות מבלי לשתף את אמי, רצינו לדעת את האמת.
עשינו את הבדיקה וכשקיבלנו את התוצאות עוד יותר נדהמנו לגלות כי אחותי הגדולה היא אכן הבת הביולוגית של אבי אך אני לא הבן שלו הביולוגי.
אני לא יכול לתאר את התחושה הזאת במילים , לא יכול להיות שזה קורה לי . למה דווקא אני ? הרגשתי שאני צופה בסרט דרמה רק שאני השחקן הראשי . 
הגילוי הזה בוודאי מאוד קשה לעיכול אבל אני ללא ספק מרגיש אותו הדבר כלפיי אבא שלי ואחותי. שום דבר לא יכול לשנות לי את ההרגשה כלפיו . אבא שלי הוא שלי ולא משנה מה. 
עד היום, חודשים רבים שעברו, לא שיתפתי את הסיפור שלי עם אף בן אדם כולל אמא שלי !! אני מרגיש שזה עוד קשה לי לפתוח את הידיעה הזאת מולה והאמת היא שאני חושב שאני פשוט מפחד לגלות שהיא בכלל יודעה את זה לבדה כל הזמן הזה . 
אולי בהמשך ארגיש מספיק אומץ ואפתח את זה מולה ... עד אז הסיפור הזה ששינה את עולמי שמור אצלי בשקט.","m"
"אני גולש קייט כבר 3 שנים, הספורט הזה תמיד עניין אותי, כבר מגיל קטן הים הוא חלק נכבד מחיי, התחלתי לראשונה ללמוד בתאילנד, שם לימדו את הדברים הבסיסים שצריך לדעת לגבי איך להניף מצנח באוויר, לשלוט עליו, ולכיוון אותו לכיוון בו ארצה. כשחזרתי לארץ מיד המשכתי ללמוד את הספורט ולאחר זמן די קצר קניתי ציוד משלי. בתור התחלה, נהגתי ללכת לים כאשר יש רוחות חלשות כדי שיקלו עלי לשלוט על הכוח העצום של למנצח. לאט לאט הרגשתי שאני משתפר והביטחון שלי עולה ובנוסף, כמו כל בנאדם שצובר ניסיון, התחלתי לנסות לעשות תרגילים כדי שישפרו את הביטחון ואת השליטה שלי על המנצח ובאופן כללי להעלות את רמת הגלישה שלי. מאוד חשוב בספורט הזה ובכללי בים להכיר ולזהות את הסכנות, לא פעם ולא פעמיים ראיתי אנשים חדשים בגלישה זו עם ביטחון שלא לצדק מתעופפים, ממש עפים על החוף בגלל הרוח שמושכת אותם על הקרקע ואף לאוויר, נפצעים ולצערי גם פוצעים עוברי אורח על החוף. אחד מהכללים שלי כאשר אני הולך לים לגלוש הוא ללכת עם מישהו שאני מכיר ויודע מה היא רמה הגלישה שלו, כדי שאם חס וחלילה יקרה משהו יהיה מי שיוכל לעזור לי וכמובן להפך, אבל כמו כל בנאדם אני אמרתי לעצמי שלי זה לא יקרה. באחד הימים השנה אחד החברים שלי מהגלישה הציע לי לעשות טיול של גלישה עם המנצח, שזה אומר לצאת בחוף מסוים ולהיכנס בחוף אחר רחוק יותר, מיד כששמעתי הצעה כזו מגניבה השבתי בחיוב וקבענו לעשות את זה יחד. ממש לפני הכניסה למים הרגשתי שיכולה להיות איזושהי בעיה באחד החוטים המחוברים למנצח שלי, ולא בדקתי בשנית. אפשר להגיד שסמכתי על החבר שאיתי, למרות שכאשר חשבתי לעמוק על רמת הגלישה של החבר שאיתי הבנתי שיכול להיות שאני לוקח סיכון, שהוא לא בכלל יוכל ולא יידע איך לעזור לי במים בעת צרה או סכנה. התוכנית שלנו הייתה לצאת בחוף בית ינאי הקרוב למכמורת ולהיכנס בחוף דרומי יותר בפולג נתניה, כאשר הרוח מגיעה מצפון, סדר גודל של כ-15 ק""מ מרחק. יצאנו מחוף בית ינאי וההרגשה של שינינו הייתה הנדרת, גלשנו כאשר אנחנו יחסית קרובים לחוף ובקשר עין אחד עם השני. כל הטיול הזה ארך כשעה עד שהגענו לחוף פולג. כאשר התקרבנו לחוף היינו צריכים להקיף את המצופים המסמנים את אזור הרחצה של המתרחצים כיוון שאסור לנו להיכנס לאזור. אותו זמן החבר שאיתו גלשתי היה מלפני ולא שם לב אלי כיוון שהיינו קרובים ליעד היציאה. באחד הרגעים האלו כ-500 מטר מהחוף אחד החוטים של המצנח שלי נקרע, והייתי חסר עונים במרחק של 500 מטר מהחוף בודד ומנסה לחלץ את עצמי אך ללא הצלחה. מאוד השתדלתי לא להילחץ ולהיות רגוע, כי אחרי הכל הים זה כמו הבית של הגולשים. אותו חבר כבר הגיע לחוף ולא ראה את מה שקרה ולא הבין איפה אני. רק לאחר כחצי שעה אחד הגולשים האחרים שגלשו בחוץ עזר לי להוציא את הציוד ואותי מהמים.","m"
